UF;NACIONALIDADE;CLASSIFICACAO;QTD
PR;BURUNDI;Residente;4
PR;TCHECOSLOVAQUIA;Residente;11
PR;INDONÉSIA;Temporário;2
PR;SÍRIA;Provisório;38
PR;RÚSSIA;Temporário;5
PR;AFEGANISTÃO;Temporário;21
PR;GUIANA;Temporário;5
PR;SÍRIA;Temporário;7
PR;ITÁLIA;Temporário;24
PR;SENEGAL;Temporário;535
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;6
PR;TUNÍSIA;Provisório;15
PR;CORÉIA DO SUL;Temporário;5
PR;TAIWAN, PROVINCIA DA CHINA;Residente;32
PR;HONG-KONG (R.A.E.);Residente;3
PR;POLÔNIA;Temporário;3
PR;CANADÁ;Temporário;6
PR;ESPANHA;Temporário;8
PR;REP. DOMINICANA;Provisório;5
PR;DOMINICA;Provisório;1
PR;MARROCOS;Temporário;4
PR;ARMÊNIA;Residente;2
PR;NIGÉRIA;Provisório;9
PR;LÍBANO;Provisório;130
PR;ESLOVÊNIA;Residente;5
PR;ISLÂNDIA;Residente;6
PR;GABÃO;Residente;2
PR;NEPAL;Residente;7
PR;SUÍCA;Temporário;6
PR;VIETINA;Residente;5
PR;TRINIDAD E TOBAGO;Residente;1
PR;MACAU (R.A.E.);Residente;1
PR;GUINÉ;Residente;45
PR;TURCAS E CAICOS;Residente;2
PR;IRAQUE;Residente;26
PR;ESLOVÁQUIA;Residente;12
PR;INFNI;Residente;3
PR;HONDURAS;Provisório;7
PR;GANA;Temporário;14
PR;Montenegro;Residente;1
PR;NICARÁGUA;Provisório;3
PR;ALBÂNIA;Residente;3
PR;REINO UNIDO;Temporário;4
PR;CONGO;Temporário;2
PR;FILIPINAS;Temporário;7
PR;TONGA;Residente;1
PR;RUANDA;Residente;1
PR;SAO TOMÉ E PRÍNCIPE;Residente;8
PR;SAO TOMÉ E PRÍNCIPE;Temporário;2
PR;CAZAQUISTÃO;Residente;1
PR;QUÊNIA;Temporário;3
PR;VIETNAM DO NORTE;Residente;2
PR;HONDURAS;Temporário;12
PR;SAMOA OCIDENTAL;Residente;2
PR;CAMARÕES;Temporário;4
PR;URUGUAI;Temporário;5
PR;BUTÃO;Residente;2
PR;LÍBIA;Provisório;6
PR;TIMOR LESTE;Residente;5
PR;AFEGANISTÃO;Provisório;32
PR;PANAMÁ;Temporário;13
PR;TOGO;Provisório;8
PR;MADAGASCAR;Residente;3
PR;UCRÂNIA;Provisório;2
PR;GABÃO;Temporário;2
PR;ESPANHA;Provisório;2
PR;PERU;Provisório;2
PR;BANGLADESH;Provisório;77
PR;MALÁSIA;Temporário;1
PR;NICARÁGUA;Temporário;6
PR;HAITI;Provisório;46
PR;NACIONALIDADE INDEFINIDA;Provisório;2
PR;ARÁBIA SAUDITA;Residente;1
PR;COLÔMBIA;Provisório;10
PR;ZÂMBIA;Residente;1
PR;SUÉCIA;Temporário;10
PR;GUIANA;Residente;5
PR;FINLÂNDIA;Temporário;56
PR;LUXEMBURGO;Residente;2
PR;IÊMEN;Provisório;4
PR;EGITO;Provisório;15
PR;AUSTRIA;Temporário;7
PR;MALAVI;Temporário;1
PR;TAILÂNDIA;Provisório;1
PR;INDIA;Provisório;4
PR;BURUNDI;Provisório;1
PR;MÉXICO;Provisório;3
PR;GUIANA;Provisório;5
PR;REP. DOMINICANA;Temporário;13
PR;PAÍSES BAIXOS;Temporário;5
PR;CONGO;Provisório;2
PR;TANZÂNIA;Residente;4
PR;AFRICA DO SUL;Temporário;1
PR;NIGÉRIA;Temporário;3
PR;BHUTAN;Residente;2
PR;POLINÉSIA FRANCESA;Residente;1
SP;ESPANHA;Residente;23214
SP;AUSTRIA;Temporário;54
SP;ARGENTINA;Residente;21020
SP;VENEZUELA;Temporário;7259
SP;VENEZUELA;Residente;9627
SP;EQUADOR;Temporário;840
SP;HAITI;Residente;25282
SP;CHILE;Residente;15802
SP;ANGOLA;Temporário;514
SP;HAITI;Temporário;10066
SP;JAPÃO;Residente;41635
SP;COLÔMBIA;Temporário;2376
SP;ITÁLIA;Residente;25641
SP;ESLOVÁQUIA;Temporário;4
SP;ALEMANHA;Residente;10875
SP;EQUADOR;Residente;1609
SP;ROMÊNIA;Residente;1457
SP;PORTUGAL;Residente;78742
SP;ESTADOS UNIDOS;Temporário;884
SP;FRANÇA;Residente;7692
SP;CHINA;Residente;35522
SP;PERU;Residente;13622
SP;MARROCOS;Residente;456
SP;PAÍSES BAIXOS;Residente;2459
SP;CANADÁ;Temporário;49
SP;CHILE;Temporário;383
SP;ISRAEL;Residente;974
SP;ESTADOS UNIDOS;Residente;10939
SP;MÉXICO;Residente;2739
SP;COLÔMBIA;Residente;10120
SP;CUBA;Residente;2587
SP;LÍBANO;Residente;5882
SP;FINLÂNDIA;Temporário;35
SP;ARGÉLIA;Residente;92
SP;POLÔNIA;Residente;1265
SP;TAIWAN, PROVINCIA DA CHINA;Residente;69
SP;REP. DOMINICANA;Residente;347
SP;URUGUAI;Residente;5281
SP;INDIA;Residente;1250
SP;REP. DOMINICANA;Temporário;104
SP;ANGOLA;Residente;4170
SP;CANADÁ;Residente;1245
SP;PERU;Provisório;10
SP;PERU;Temporário;1339
SP;SÍRIA;Residente;3637
SP;AUSTRIA;Residente;1167
SP;SUDÃO;Residente;49
SP;EL SALVADOR;Residente;192
SP;GUINÉ BISSAU;Residente;667
SP;SENEGAL;Residente;1732
SP;IRÃ;Residente;364
SP;BÉLGICA;Residente;1129
SP;ARMÊNIA;Residente;55
SP;PARAGUAI;Residente;9711
SP;BOLÍVIA;Residente;83978
SP;REINO UNIDO;Residente;3816
SP;SUÉCIA;Temporário;103
SP;CORÉIA DO SUL;Residente;15453
SP;DOMINICA;Temporário;1
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;6
SP;MOÇAMBIQUE;Temporário;102
SP;VENEZUELA;Provisório;1796
SP;MALTA;Residente;23
SP;LETÔNIA;Residente;194
SP;ALEMANHA;Temporário;240
SP;BOLÍVIA;Temporário;4578
SP;PANAMÁ;Residente;246
SP;ESLOVÁQUIA;Residente;60
SP;SUÍCA;Residente;2068
SP;CROÁCIA;Residente;92
SP;CUBA;Provisório;439
SP;NICARÁGUA;Residente;158
SP;ZIMBÁBUE;Residente;12
SP;PORTUGAL;Provisório;33
SP;BANGLADESH;Provisório;232
SP;IRAQUE;Residente;197
SP;ANGOLA;Provisório;2355
SP;TUNÍSIA;Residente;139
SP;HONG-KONG (R.A.E.);Residente;42
SP;PORTUGAL;Temporário;172
SP;TURQUIA;Residente;443
SP;NIGÉRIA;Residente;4033
SP;CUBA;Temporário;171
SP;DINAMARCA;Residente;426
SP;AUSTRÁLIA;Residente;590
SP;RÚSSIA;Residente;801
SP;TAILÂNDIA;Residente;94
SP;JAPÃO;Temporário;375
SP;NOVA ZELÂNDIA;Residente;141
SP;FINLÂNDIA;Residente;298
SP;EGITO;Residente;735
SP;INDIA;Temporário;256
SP;AFEGANISTÃO;Temporário;28
SP;MALÁSIA;Temporário;56
SP;CABO VERDE;Temporário;34
SP;MOÇAMBIQUE;Residente;228
SP;PALESTINA;Residente;413
SP;BELARUS;Residente;38
SP;UCRÂNIA;Residente;290
SP;ESPANHA;Temporário;251
SP;AZERBAIJÃO;Temporário;1
SP;CAMARÕES;Residente;265
SP;FILIPINAS;Residente;497
SP;BENIN;Temporário;31
SP;GRÉCIA;Residente;1073
SP;TUNÍSIA;Provisório;42
SP;PANAMÁ;Temporário;12
SP;POLÔNIA;Temporário;64
SP;SUÉCIA;Residente;957
SP;PARAGUAI;Temporário;746
SP;HUNGRIA;Residente;535
SP;SUDÃO;Provisório;6
SP;NORUEGA;Residente;232
SP;AUSTRÁLIA;Temporário;12
SP;SERVIA E MONTENEGRO;Residente;1216
SP;JORDÂNIA;Residente;238
SP;HONDURAS;Residente;117
SP;ARGENTINA;Temporário;233
SP;GABÃO;Temporário;2
SP;CABO VERDE;Residente;296
SP;COSTA RICA;Residente;270
SP;LÍBANO;Temporário;47
SP;LITUÂNIA;Residente;1150
SP;QUÊNIA;Residente;53
SP;GUATEMALA;Residente;209
SP;ESLOVÊNIA;Temporário;3
SP;UNIÃO SOVIÉTICA;Residente;63
SP;SÍRIA;Temporário;35
SP;ROMÊNIA;Temporário;10
SP;ALBÂNIA;Residente;26
SP;HONDURAS;Temporário;25
SP;CONGO;Residente;649
SP;FRANÇA;Temporário;322
SP;ITÁLIA;Temporário;185
SP;URUGUAI;Temporário;19
SP;NICARÁGUA;Temporário;15
SP;SAO TOMÉ E PRÍNCIPE;Residente;20
SP;QUÊNIA;Temporário;8
SP;FILIPINAS;Temporário;129
SP;CAMARÕES;Temporário;29
SP;COSTA RICA;Temporário;40
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;58
SP;APÁTRIDA;Residente;692
SP;REPÚBLICA TCHECA;Residente;137
SP;AFEGANISTÃO;Residente;58
SP;GUINÉ BISSAU;Provisório;170
SP;COLÔMBIA;Provisório;31
SP;PAÍSES BAIXOS;Temporário;43
SP;IRLANDA;Residente;392
SP;TOGO;Residente;135
SP;CHINA;Temporário;861
SP;HUNGRIA;Temporário;5
SP;UGANDA;Provisório;3
SP;UGANDA;Residente;17
SP;ALEMANHA;Provisório;4
SP;CORÉIA DO SUL;Temporário;372
SP;INDONÉSIA;Residente;193
SP;GANA;Residente;334
SP;TCHECOSLOVAQUIA;Residente;117
SP;PAQUISTÃO;Residente;503
SP;BULGÁRIA;Residente;121
SP;BENIN;Residente;121
SP;COSTA RICA;Provisório;2
SP;REPÚBLICA TCHECA;Temporário;7
SP;MALÁSIA;Provisório;2
SP;EL SALVADOR;Temporário;26
SP;ARGENTINA;Provisório;7
SP;SÉRVIA;Residente;75
SP;MÉXICO;Temporário;237
SP;ESLOVÊNIA;Residente;36
SP;ETIÓPIA;Residente;12
SP;AFRICA DO SUL;Residente;347
SP;LUXEMBURGO;Residente;31
SP;GUINÉ BISSAU;Temporário;72
SP;SERRA LEOA;Residente;136
SP;COSTA DO MARFIM;Residente;76
SP;TANZÂNIA;Residente;77
SP;KUAITE;Residente;7
SP;GUIANA FRANCESA;Residente;84
SP;MALÁSIA;Residente;95
SP;CINGAPURA;Residente;64
SP;LIBÉRIA;Residente;29
SP;ARÁBIA SAUDITA;Residente;34
SP;MARROCOS;Temporário;6
SP;BAHAMA,IS;Residente;4
SP;GABÃO;Residente;4
SP;GUINÉ;Residente;145
SP;TRINIDAD E TOBAGO;Residente;25
SP;VIETNAM DO NORTE;Residente;14
SP;MOÇAMBIQUE;Provisório;31
SP;MAURÍCIO;Residente;28
SP;VIETINA;Residente;64
SP;BANGLADESH;Residente;987
SP;GUIANA;Residente;11
SP;CAZAQUISTÃO;Residente;18
SP;SURINAME;Residente;19
SP;JAMAICA;Residente;15
SP;ESTÔNIA;Residente;62
SP;GÂMBIA;Residente;40
SP;REINO UNIDO;Temporário;123
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;141
SP;BARBADOS;Residente;2
SP;BOTSUANA;Residente;1
SP;CHINA;Provisório;622
SP;MALI;Residente;116
SP;BOLÍVIA;Provisório;17
SP;ZÂMBIA;Residente;11
SP;BURKINA FASO;Residente;54
SP;LETÔNIA;Provisório;1
SP;NEPAL;Residente;48
SP;ILHAS CANARIAS;Residente;8
SP;PORTO RICO;Residente;4
SP;NORUEGA;Temporário;7
SP;LÍBANO;Provisório;147
SP;CORÉIA DO NORTE;Residente;6
SP;BURUNDI;Residente;25
SP;AFRICA DO SUL;Provisório;31
SP;CHADE;Residente;5
SP;NIGÉRIA;Provisório;355
SP;GUAM;Residente;4
SP;BÓSNIA-HERZEGOVINA;Residente;15
SP;GEÓRGIA;Residente;12
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;CORÉIA DO SUL;Provisório;77
SP;IÊMEN;Residente;134
SP;QUIRGUISTÃO;Residente;6
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;SEYCHELLES;Residente;1
SP;ISLÂNDIA;Residente;19
SP;SRI LANKA;Residente;11
SP;GIBRALTAR;Residente;5
SP;RUANDA;Residente;4
SP;CHILE;Provisório;4
SP;CHIPRE;Residente;14
SP;LIECHTENSTEIN;Residente;7
SP;eritréia;Residente;2
SP;MOLDOVA;Residente;13
SP;MYANMAR;Residente;8
SP;SOMÁLIA;Residente;9
SP;NÍGER;Temporário;4
SP;CABO VERDE;Provisório;24
SP;KOSOVO;Residente;2
SP;AZERBAIJÃO;Residente;5
SP;SANTA LÚCIA;Residente;2
SP;BAREINE;Residente;1
SP;PAQUISTÃO;Temporário;29
SP;NIGÉRIA;Temporário;68
SP;LÍBIA;Residente;147
SP;TURQUIA;Temporário;31
SP;GANA;Provisório;29
SP;CONGO;Temporário;14
SP;CONGO;Provisório;21
SP;EMIRADOS ÁRABES;Residente;14
SP;TURQUIA;Provisório;46
SP;RÚSSIA;Temporário;44
SP;REP. DOMINICANA;Provisório;20
SP;SENEGAL;Temporário;286
SP;SÍRIA;Provisório;47
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;18
SP;TOGO;Temporário;19
SP;LITUÂNIA;Temporário;5
SP;SUÍCA;Temporário;32
SP;IRÃ;Temporário;56
SP;GUATEMALA;Temporário;26
SP;LESOTO;Residente;2
SP;TANZÂNIA;Temporário;4
SP;BÉLGICA;Temporário;25
SP;FILIPINAS;Provisório;57
SP;BANGLADESH;Temporário;143
SP;SUDÃO;Temporário;2
SP;MACEDÔNIA;Residente;8
SP;HAITI;Provisório;48
SP;UZBEQUISTÃO;Residente;10
SP;UCRÂNIA;Temporário;24
SP;TURCOMENISTÃO;Residente;1
SP;ESTÔNIA;Temporário;4
SP;JAMAICA;Temporário;7
SP;MONGÓLIA;Residente;11
SP;REP. MONTENEGRO;Residente;2
SP;REP. CENTRO AFRICANA;Residente;3
SP;GRANADA;Residente;4
SP;GANA;Temporário;16
SP;ANDORRA;Residente;4
SP;NAMÍBIA;Temporário;1
SP;BHUTAN;Residente;10
SP;BELARUS;Temporário;5
SP;GRÉCIA;Temporário;35
SP;CAMARÕES;Provisório;49
SP;ISRAEL;Temporário;23
SP;GUINÉ EQUATORIAL;Residente;2
SP;BELIZE;Residente;2
SP;SÉRVIA;Temporário;5
SP;MALI;Temporário;17
SP;MAURITÂNIA;Residente;43
SP;ITÁLIA;Provisório;5
SP;PAÍSES BAIXOS;Provisório;2
SP;GÂMBIA;Temporário;8
SP;CROÁCIA;Provisório;3
SP;BURUNDI;Temporário;1
SP;MARROCOS;Provisório;155
SP;COSTA DO MARFIM;Provisório;12
SP;MALI;Provisório;27
SP;ZIMBÁBUE;Provisório;1
SP;HONG-KONG (R.A.E.);Temporário;1
SP;TRINIDAD E TOBAGO;Provisório;3
SP;TANZÂNIA;Provisório;22
SP;EL SALVADOR;Provisório;8
SP;AFEGANISTÃO;Provisório;78
SP;IÊMEN;Provisório;18
SP;INDIA;Provisório;37
SP;IRÃ;Provisório;34
SP;DINAMARCA;Temporário;12
SP;MALAVI;Provisório;1
SP;EGITO;Provisório;60
SP;RÚSSIA;Provisório;13
SP;BURKINA FASO;Provisório;33
SP;PALESTINA;Provisório;29
SP;SAO TOMÉ E PRÍNCIPE;Provisório;5
SP;TAILÂNDIA;Provisório;14
SP;SENEGAL;Provisório;25
SP;BOTSUANA;Provisório;1
SP;IRLANDA;Temporário;8
SP;AFRICA DO SUL;Temporário;16
SP;SERRA LEOA;Temporário;2
SP;COSTA DO MARFIM;Temporário;6
SP;NAMÍBIA;Residente;5
SP;TOGO;Provisório;27
SP;GUINÉ;Provisório;73
SP;MAURITÂNIA;Provisório;15
SP;GÂMBIA;Provisório;9
SP;QUÊNIA;Provisório;6
SP;PARAGUAI;Provisório;7
SP;SRI LANKA;Temporário;2
SP;HUNGRIA;Provisório;3
SP;TAILÂNDIA;Temporário;4
SP;BELIZE;Provisório;1
SP;ZÂMBIA;Provisório;1
SP;SERRA LEOA;Provisório;10
SP;CAMBOJA;Residente;5
SP;PAQUISTÃO;Provisório;22
SP;GUINÉ EQUATORIAL;Provisório;5
SP;ARGÉLIA;Provisório;6
SP;BURUNDI;Provisório;1
SP;ESTADOS UNIDOS;Provisório;7
SP;NAMÍBIA;Provisório;5
SP;BENIN;Provisório;18
SP;NEPAL;Provisório;9
SP;FRANÇA;Provisório;1
SP;DOMINICA;Residente;8
SP;BULGÁRIA;Temporário;2
SP;SÃO CRISTOVÃO E NEVIS;Residente;4
SP;SUÍCA;Provisório;3
SP;EQUADOR;Provisório;4
SP;HONDURAS;Provisório;2
SP;LIBÉRIA;Provisório;4
SP;CINGAPURA;Temporário;14
SP;NACIONALIDADE INDEFINIDA;Provisório;7
SP;CATAR;Residente;2
SP;GUINÉ;Temporário;3
SP;ERITRÉIA;Provisório;2
SP;JORDÂNIA;Provisório;7
SP;SOMÁLIA;Provisório;1
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;1
SP;MÉXICO;Provisório;6
SP;SAO TOMÉ E PRÍNCIPE;Temporário;7
SP;LITUÂNIA;Provisório;2
SP;INDONÉSIA;Temporário;9
SP;ESPANHA;Provisório;2
SP;VIETINA;Temporário;5
SP;TRINIDAD E TOBAGO;Temporário;2
SP;TURCOMENISTÃO;Temporário;2
SP;BELARUS;Provisório;1
SP;NICARÁGUA;Provisório;5
SP;ETIÓPIA;Provisório;3
SP;REINO UNIDO;Provisório;2
SP;JAMAICA;Provisório;1
SP;NEPAL;Temporário;8
SP;GRANADA;Provisório;1
SP;PANAMÁ;Provisório;3
SP;ZÂMBIA;Temporário;1
SP;APÁTRIDA;Temporário;4
SP;LÍBIA;Provisório;2
SP;ESLOVÊNIA;Provisório;1
SP;SANTA LÚCIA;Temporário;1
SP;GUIANA;Provisório;2
SP;KUAITE;Temporário;1
SP;ETIÓPIA;Temporário;8
SP;SURINAME;Temporário;1
SP;ISRAEL;Provisório;2
SP;NÍGER;Residente;2
SP;CROÁCIA;Temporário;16
SP;EGITO;Temporário;7
SP;DJIBUTI;Residente;5
SP;GUIANA;Temporário;1
SP;BURKINA FASO;Temporário;4
SP;SURINAME;Provisório;1
SP;ALBÂNIA;Provisório;1
SP;ZIMBÁBUE;Temporário;8
SP;UCRÂNIA;Provisório;3
SP;GRANADA;Temporário;2
SP;INDONÉSIA;Provisório;1
SP;JAPÃO;Provisório;1
SP;UGANDA;Temporário;2
SP;IRAQUE;Temporário;2
SP;TUNÍSIA;Temporário;8
SP;HONG-KONG (R.A.E.);Provisório;1
SP;MAURITÂNIA;Temporário;1
SP;GUATEMALA;Provisório;2
SP;BAREINE;Temporário;1
SP;IRAQUE;Provisório;3
SP;BELIZE;Temporário;1
SP;COMORES;Residente;1
SP;CHADE;Temporário;3
SP;REP. CENTRO AFRICANA;Provisório;1
SP;GABÃO;Provisório;1
SP;MYANMAR;Provisório;1
SP;TONGA;Temporário;2
SP;NOVA ZELÂNDIA;Temporário;1
SP;BUTÃO;Residente;2
SP;TIMOR LESTE;Residente;2
SP;MALAVI;Residente;3
SP;ASHMORE E CARTIER;Residente;1
SP;BERMUDAS;Residente;2
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;ANTÍGUA;Residente;1
SP;GAZA;Residente;1
SP;MACAU (R.A.E.);Residente;4
SP;TURCAS E CAICOS;Residente;1
SP;INFNI;Residente;2
SP;ILHAS BALEARES;Residente;1
SP;MASCATE;Residente;2
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;BRUNEI;Residente;1
SP;TONGA;Residente;1
SP;NACIONALIDADE INDEFINIDA;Residente;3
SP;KABARDINO BALKAR;Residente;1
SP;SAN MARINO;Residente;4
SP;SAMOA OCIDENTAL;Residente;3
SP;MADAGASCAR;Residente;4
SP;Montenegro;Residente;4
SP;JORDÂNIA;Temporário;2
RS;URUGUAI;Residente;28902
RS;VENEZUELA;Residente;4908
RS;JAPÃO;Residente;876
RS;CORÉIA DO SUL;Residente;141
RS;URUGUAI;Fronteiriço;5257
RS;VENEZUELA;Temporário;6195
RS;CUBA;Residente;725
RS;PAQUISTÃO;Residente;50
RS;JORDÂNIA;Residente;468
RS;SENEGAL;Residente;2814
RS;EL SALVADOR;Residente;57
RS;URUGUAI;Provisório;74
RS;PERU;Residente;790
RS;COLÔMBIA;Temporário;658
RS;CHILE;Temporário;90
RS;REINO UNIDO;Residente;283
RS;ARGENTINA;Residente;6055
RS;ESPANHA;Residente;849
RS;PAÍSES BAIXOS;Residente;190
RS;ESTADOS UNIDOS;Residente;860
RS;CHINA;Residente;622
RS;PARAGUAI;Residente;739
RS;COLÔMBIA;Residente;1656
RS;ITÁLIA;Residente;1397
RS;ESTADOS UNIDOS;Temporário;146
RS;ARGENTINA;Temporário;104
RS;APÁTRIDA;Residente;87
RS;IÊMEN;Residente;9
RS;PORTUGAL;Residente;1921
RS;FRANÇA;Residente;405
RS;VENEZUELA;Provisório;481
SC;HAITI;Temporário;8534
SC;VENEZUELA;Residente;5706
SC;VENEZUELA;Temporário;12011
SC;ARGENTINA;Residente;10869
SC;LÍBANO;Residente;229
SC;HAITI;Residente;22561
SC;CUBA;Residente;476
SC;ALEMANHA;Residente;1780
SC;PAQUISTÃO;Residente;90
SC;SÍRIA;Residente;198
SC;ESTADOS UNIDOS;Residente;881
SC;FRANÇA;Residente;400
SC;SUÉCIA;Residente;57
SC;PARAGUAI;Residente;1337
SC;PAQUISTÃO;Temporário;6
SC;POLÔNIA;Residente;131
SC;JAPÃO;Residente;342
SC;ITÁLIA;Residente;1148
SC;AUSTRIA;Residente;144
SC;CHILE;Residente;1067
SC;SENEGAL;Residente;243
SC;VENEZUELA;Provisório;1157
SC;ARGENTINA;Fronteiriço;9
SC;BANGLADESH;Residente;101
SC;PORTUGAL;Residente;1779
SC;EQUADOR;Residente;154
SC;CUBA;Temporário;39
SC;AUSTRÁLIA;Residente;59
SC;RÚSSIA;Residente;355
SC;JORDÂNIA;Residente;113
SC;ROMÊNIA;Residente;53
SC;BANGLADESH;Temporário;30
SC;MÉXICO;Residente;150
SC;IRAQUE;Residente;27
SC;CHINA;Residente;775
SC;ESPANHA;Residente;611
SC;SUÍCA;Residente;222
SC;PERU;Temporário;103
SC;ANGOLA;Residente;147
SC;ARGENTINA;Provisório;7
SC;BENIN;Provisório;3
SC;SUDÃO;Residente;4
SC;MARROCOS;Residente;62
SC;EQUADOR;Temporário;12
SC;REP. DOMINICANA;Residente;172
SC;BOLÍVIA;Residente;392
SC;IÊMEN;Residente;24
SC;SENEGAL;Temporário;51
SC;PAÍSES BAIXOS;Residente;180
SC;GANA;Temporário;38
