UF;NACIONALIDADE;CLASSIFICACAO;QTD
PR;TCHECOSLOVAQUIA;Residente;11
PR;MOÇAMBIQUE;Temporário;54
PR;LITUÂNIA;Residente;36
PR;CONGO;Temporário;1
PR;QUÊNIA;Residente;6
PR;LÍBANO;Temporário;9
PR;REPÚBLICA TCHECA;Residente;23
PR;UNIÃO SOVIÉTICA;Residente;9
PR;TRINIDAD E TOBAGO;Residente;1
PR;CUBA;Provisório;504
PR;FRANÇA;Temporário;38
PR;VENEZUELA;Provisório;1096
PR;IRLANDA;Temporário;2
PR;MARROCOS;Provisório;31
PR;CHINA;Provisório;15
PR;COSTA RICA;Temporário;8
PR;PAÍSES BAIXOS;Temporário;7
PR;MAURITÂNIA;Residente;6
PR;IÊMEN;Residente;15
PR;CORÉIA DO SUL;Temporário;10
PR;ESTÔNIA;Residente;12
PR;MARROCOS;Temporário;5
PR;HONG-KONG (R.A.E.);Residente;3
PR;ARGÉLIA;Residente;19
PR;BURUNDI;Residente;4
PR;LÍBIA;Provisório;6
PR;REP. DOMINICANA;Temporário;14
PR;GUINÉ BISSAU;Provisório;24
PR;COSTA DO MARFIM;Provisório;2
PR;SÉRVIA;Residente;13
PR;PARAGUAI;Fronteiriço;1152
PR;PORTUGAL;Temporário;22
PR;ARGENTINA;Temporário;82
PR;BENIN;Temporário;16
PR;ANGOLA;Provisório;39
PR;GUINÉ EQUATORIAL;Temporário;9
PR;SURINAME;Residente;2
PR;AFEGANISTÃO;Temporário;59
PR;GUIANA;Temporário;5
PR;REP. DOMINICANA;Provisório;6
PR;DOMINICA;Provisório;1
PR;SÍRIA;Provisório;43
PR;INDONÉSIA;Temporário;2
PR;SÍRIA;Temporário;10
PR;ARMÊNIA;Residente;2
PR;NIGÉRIA;Provisório;12
PR;LÍBANO;Provisório;193
PR;CANADÁ;Temporário;6
PR;TUNÍSIA;Provisório;21
PR;POLÔNIA;Temporário;3
PR;ITÁLIA;Temporário;23
PR;SERRA LEOA;Residente;70
PR;GUINÉ EQUATORIAL;Residente;3
PR;CINGAPURA;Residente;9
PR;RÚSSIA;Temporário;6
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;5
PR;GUATEMALA;Residente;21
PR;SUDÃO;Residente;14
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;13
PR;SUÍCA;Temporário;5
PR;CAMARÕES;Residente;8
PR;TONGA;Residente;1
PR;BÓSNIA-HERZEGOVINA;Residente;2
PR;MADAGASCAR;Residente;3
PR;TIMOR LESTE;Residente;5
PR;GUIANA;Residente;5
PR;BUTÃO;Residente;2
PR;BHUTAN;Residente;2
PR;ISLÂNDIA;Residente;6
PR;POLINÉSIA FRANCESA;Residente;1
PR;SENEGAL;Temporário;533
PR;REP. MONTENEGRO;Residente;1
PR;MALÁSIA;Residente;14
PR;ZÂMBIA;Residente;1
PR;GANA;Temporário;14
PR;NICARÁGUA;Provisório;3
PR;Montenegro;Residente;1
PR;ALBÂNIA;Residente;3
PR;VIETINA;Residente;5
PR;ESLOVÊNIA;Residente;5
PR;TURCAS E CAICOS;Residente;2
PR;MACAU (R.A.E.);Residente;1
PR;CAMARÕES;Temporário;4
PR;CABO VERDE;Temporário;4
PR;HONDURAS;Provisório;7
PR;INFNI;Residente;3
PR;MÉXICO;Provisório;3
PR;NIGÉRIA;Temporário;5
PR;TANZÂNIA;Residente;4
PR;ESPANHA;Provisório;2
PR;ARÁBIA SAUDITA;Residente;1
PR;AUSTRIA;Temporário;8
PR;UCRÂNIA;Provisório;3
PR;KUAITE;Temporário;1
PR;TAILÂNDIA;Provisório;1
PR;CONGO;Provisório;3
PR;MALAVI;Temporário;1
PR;HAITI;Provisório;40
PR;AFEGANISTÃO;Provisório;24
PR;COSTA RICA;Provisório;2
PR;FIJI, ILHAS;Residente;1
PR;PERU;Provisório;4
PR;FINLÂNDIA;Temporário;59
PR;INDIA;Provisório;5
PR;EGITO;Provisório;10
PR;UCRÂNIA;Temporário;25
PR;BELARUS;Provisório;2
PR;EL SALVADOR;Provisório;1
PR;REINO UNIDO;Temporário;3
PR;PANAMÁ;Temporário;10
PR;IÊMEN;Provisório;9
PR;GUIANA;Provisório;5
PR;MALÁSIA;Temporário;1
PR;LUXEMBURGO;Residente;3
PR;IRÃ;Temporário;5
PR;REPÚBLICA TCHECA;Temporário;2
PR;TOGO;Provisório;6
PR;GUATEMALA;Temporário;12
PR;COLÔMBIA;Provisório;14
PR;NACIONALIDADE INDEFINIDA;Provisório;1
PR;PORTO RICO;Residente;2
PR;RÚSSIA;Provisório;15
PR;BURUNDI;Provisório;1
PR;AFRICA DO SUL;Temporário;5
PR;GABÃO;Temporário;2
PR;NEPAL;Temporário;2
PE;PAÍSES BAIXOS;Residente;167
PE;PORTUGAL;Residente;2179
PE;ARGENTINA;Residente;826
PE;VENEZUELA;Temporário;480
PE;SUÍCA;Residente;275
PE;REINO UNIDO;Residente;236
PE;ITÁLIA;Residente;928
PE;CORÉIA DO SUL;Residente;41
PE;ALEMANHA;Residente;762
PE;ESTADOS UNIDOS;Residente;638
PE;ESPANHA;Temporário;31
PE;JAPÃO;Residente;237
PE;CHINA;Residente;847
PE;COLÔMBIA;Residente;868
PE;ESPANHA;Residente;394
PE;URUGUAI;Residente;188
PE;PERU;Residente;225
PE;BÉLGICA;Residente;91
PE;FINLÂNDIA;Residente;15
PE;CANADÁ;Residente;111
PE;FRANÇA;Residente;439
PE;IRLANDA;Residente;29
PE;MÉXICO;Residente;59
PE;CHILE;Residente;191
PE;ARGENTINA;Temporário;45
PE;BENIN;Temporário;8
PE;CUBA;Residente;406
PE;VENEZUELA;Residente;732
PE;COLÔMBIA;Temporário;386
PE;GRÉCIA;Temporário;3
PE;BOLÍVIA;Residente;135
PE;EL SALVADOR;Residente;18
PE;EQUADOR;Residente;47
PE;DINAMARCA;Residente;24
PE;LÍBANO;Residente;11
PE;BÓSNIA-HERZEGOVINA;Residente;1
PE;CUBA;Provisório;46
PE;AUSTRIA;Residente;70
PE;SUÍCA;Temporário;10
PE;FRANÇA;Temporário;49
PE;POLÔNIA;Residente;27
PE;GUINÉ BISSAU;Residente;33
PE;BENIN;Residente;2
PE;ESTADOS UNIDOS;Temporário;118
PE;NICARÁGUA;Temporário;6
PE;CHINA;Provisório;11
PE;RUANDA;Residente;1
PE;ALEMANHA;Temporário;8
PE;VENEZUELA;Provisório;126
PE;SUÉCIA;Residente;30
PE;CONGO;Residente;4
PE;EQUADOR;Temporário;7
PE;SENEGAL;Residente;153
PE;PERU;Temporário;43
PE;ANGOLA;Residente;72
PE;NICARÁGUA;Residente;16
PE;PANAMÁ;Residente;18
PE;CUBA;Temporário;22
PE;NORUEGA;Residente;32
PE;PARAGUAI;Temporário;16
PE;CAMARÕES;Temporário;8
PE;GRÉCIA;Residente;54
PE;GUINÉ BISSAU;Provisório;1
PE;CHILE;Temporário;30
PE;COSTA RICA;Provisório;1
PE;GUATEMALA;Residente;5
PE;NEPAL;Residente;1
PE;SÍRIA;Residente;10
PE;DINAMARCA;Temporário;11
PE;ARGÉLIA;Residente;7
PE;ISRAEL;Residente;12
PE;PARAGUAI;Residente;78
PE;IRÃ;Residente;18
PE;GUIANA FRANCESA;Residente;3
PE;HAITI;Residente;16
PE;TUNÍSIA;Residente;7
PE;LITUÂNIA;Residente;7
PE;PAÍSES BAIXOS;Temporário;6
PE;SUDÃO;Temporário;1
PE;HAITI;Temporário;14
PE;CHINA;Temporário;10
PE;CABO VERDE;Temporário;19
PE;UCRÂNIA;Temporário;4
PE;POLÔNIA;Temporário;9
PE;EGITO;Residente;12
PE;COSTA RICA;Residente;14
PE;ESLOVÊNIA;Temporário;8
PE;CAMARÕES;Residente;7
PE;BARBADOS;Residente;5
PE;SENEGAL;Temporário;4
PE;REP. DOMINICANA;Residente;4
PE;RÚSSIA;Temporário;7
PE;HONDURAS;Residente;12
PE;FILIPINAS;Temporário;18
PE;PORTUGAL;Temporário;12
PE;APÁTRIDA;Residente;7
PE;MÉXICO;Temporário;10
PE;CANADÁ;Temporário;3
PE;FILIPINAS;Residente;10
PE;ESLOVÁQUIA;Residente;7
PE;GANA;Residente;1
PE;HONDURAS;Temporário;5
PE;MOÇAMBIQUE;Residente;11
PE;GÂMBIA;Residente;1
PE;BOLÍVIA;Temporário;11
PE;AFRICA DO SUL;Residente;5
PE;TOGO;Temporário;5
PE;MARROCOS;Residente;16
PE;TURQUIA;Residente;16
PE;IRÃ;Temporário;3
PE;PERU;Provisório;1
PE;CABO VERDE;Residente;25
PE;EGITO;Provisório;2
PE;REPÚBLICA TCHECA;Residente;10
PE;INDIA;Residente;24
PE;INDIA;Temporário;5
PE;RÚSSIA;Residente;22
PE;ROMÊNIA;Residente;14
PE;UCRÂNIA;Residente;6
PE;URUGUAI;Temporário;1
PE;AUSTRÁLIA;Temporário;2
PE;SURINAME;Residente;2
PE;ROMÊNIA;Temporário;4
PE;CROÁCIA;Temporário;1
PE;MALI;Residente;1
PE;PORTUGAL;Provisório;1
PE;SUÍCA;Provisório;1
PE;ITÁLIA;Temporário;8
PE;CONGO;Temporário;3
PE;NOVA ZELÂNDIA;Residente;8
PE;POLÔNIA;Provisório;1
PE;MOÇAMBIQUE;Temporário;10
PE;COSTA RICA;Temporário;1
PE;MALTA;Residente;4
PE;AUSTRÁLIA;Residente;15
PE;NIGÉRIA;Residente;7
PE;ANGOLA;Temporário;6
PE;NIGÉRIA;Provisório;1
PE;GUATEMALA;Temporário;5
PE;HUNGRIA;Residente;10
PE;EMIRADOS ÁRABES;Residente;1
PE;PAQUISTÃO;Residente;8
PE;PAQUISTÃO;Provisório;3
PE;VIETINA;Residente;1
PE;GUINÉ BISSAU;Temporário;5
PE;ESLOVÊNIA;Residente;2
PE;CROÁCIA;Residente;7
PE;LÍBIA;Residente;2
PE;SAO TOMÉ E PRÍNCIPE;Residente;1
PE;TAIWAN, PROVINCIA DA CHINA;Residente;2
PE;SÉRVIA;Residente;3
PE;PAQUISTÃO;Temporário;1
PE;EL SALVADOR;Temporário;1
PE;ANGOLA;Provisório;5
PE;BULGÁRIA;Residente;1
PE;IRLANDA;Temporário;1
PE;GABÃO;Temporário;5
PE;LUXEMBURGO;Residente;4
PE;JORDÂNIA;Residente;2
PE;GUINÉ;Residente;1
PE;REPÚBLICA TCHECA;Temporário;1
PE;MALÁSIA;Residente;1
PE;PORTO RICO;Residente;1
PE;SAMOA OCIDENTAL;Residente;2
PE;BENIN;Provisório;1
PE;CORÉIA DO SUL;Temporário;2
PE;LETÔNIA;Residente;2
PE;SERVIA E MONTENEGRO;Residente;4
PE;COSTA DO MARFIM;Residente;4
PE;UGANDA;Residente;1
PE;BÉLGICA;Temporário;1
PE;URUGUAI;Provisório;1
PE;REINO UNIDO;Temporário;3
PE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
PE;GABÃO;Residente;1
PE;PAÍSES BAIXOS;Provisório;1
PE;eritréia;Residente;1
PE;BOLÍVIA;Provisório;2
PE;GÂMBIA;Provisório;1
PE;ALBÂNIA;Residente;1
PE;UZBEQUISTÃO;Residente;3
PE;SAN MARINO;Residente;1
PE;SUÉCIA;Temporário;1
PE;INDIA;Provisório;1
PE;MALÁSIA;Temporário;1
PE;ISLÂNDIA;Residente;3
PE;IRAQUE;Residente;1
PE;BANGLADESH;Residente;2
PE;PANAMÁ;Temporário;1
PE;FRANÇA;Provisório;1
PE;ITÁLIA;Provisório;1
PE;CINGAPURA;Residente;2
PE;TCHECOSLOVAQUIA;Residente;2
PE;LÍBANO;Temporário;1
PE;NIGÉRIA;Temporário;2
PE;INDONÉSIA;Residente;1
PE;AFEGANISTÃO;Residente;1
PE;ROMÊNIA;Provisório;1
PE;ESTÔNIA;Residente;1
PE;CHADE;Temporário;1
PE;QUÊNIA;Residente;2
PE;RÚSSIA;Provisório;1
PE;JAMAICA;Temporário;1
PE;ARMÊNIA;Residente;1
SP;BOLÍVIA;Residente;84718
SP;CHINA;Residente;35529
SP;PERU;Residente;13804
SP;LÍBANO;Residente;5925
SP;JAPÃO;Residente;41556
SP;ALEMANHA;Residente;10886
SP;ITÁLIA;Residente;25581
SP;ARGENTINA;Residente;21201
SP;CUBA;Residente;2661
SP;ESTADOS UNIDOS;Residente;10971
SP;PORTUGAL;Residente;78516
SP;URUGUAI;Residente;5301
SP;APÁTRIDA;Residente;690
SP;CHILE;Residente;15810
SP;PAÍSES BAIXOS;Residente;2457
SP;ESPANHA;Residente;23167
SP;FRANÇA;Residente;7697
SP;CORÉIA DO SUL;Residente;15511
SP;PALESTINA;Residente;394
SP;PARAGUAI;Residente;9774
SP;POLÔNIA;Residente;1268
SP;REINO UNIDO;Residente;3825
SP;LITUÂNIA;Residente;1149
SP;SUÍCA;Residente;2065
SP;HAITI;Residente;25637
SP;ANGOLA;Residente;4256
SP;FINLÂNDIA;Residente;299
SP;TANZÂNIA;Residente;78
SP;COLÔMBIA;Residente;10280
SP;VENEZUELA;Residente;10663
SP;BURUNDI;Residente;25
SP;CANADÁ;Residente;1249
SP;UCRÂNIA;Residente;292
SP;GRÉCIA;Residente;1070
SP;NICARÁGUA;Residente;159
SP;MÉXICO;Residente;2772
SP;SUÉCIA;Residente;959
SP;INDIA;Residente;1256
SP;NIGÉRIA;Residente;4081
SP;AFRICA DO SUL;Residente;350
SP;AUSTRIA;Residente;1165
SP;SAO TOMÉ E PRÍNCIPE;Residente;20
SP;CABO VERDE;Residente;299
SP;FILIPINAS;Residente;503
SP;ISRAEL;Residente;969
SP;AUSTRÁLIA;Residente;597
SP;EQUADOR;Residente;1647
SP;FRANÇA;Temporário;377
SP;ESLOVÁQUIA;Residente;60
SP;JORDÂNIA;Residente;240
SP;BÉLGICA;Residente;1131
SP;GUINÉ BISSAU;Residente;685
SP;IRÃ;Residente;363
SP;EL SALVADOR;Residente;193
SP;TOGO;Residente;142
SP;REP. DOMINICANA;Residente;352
SP;MOÇAMBIQUE;Residente;235
SP;TRINIDAD E TOBAGO;Residente;25
SP;EGITO;Residente;743
SP;IRAQUE;Residente;199
SP;TURQUIA;Residente;447
SP;GUATEMALA;Residente;207
SP;CROÁCIA;Residente;93
SP;RÚSSIA;Residente;813
SP;MARROCOS;Residente;463
SP;ROMÊNIA;Residente;1460
SP;DINAMARCA;Residente;429
SP;COLÔMBIA;Temporário;2657
SP;SERVIA E MONTENEGRO;Residente;1210
SP;GUIANA FRANCESA;Residente;84
SP;HUNGRIA;Residente;533
SP;LETÔNIA;Residente;193
SP;ARGENTINA;Temporário;263
SP;NORUEGA;Residente;234
SP;SÍRIA;Residente;3647
SP;INDONÉSIA;Residente;194
SP;CINGAPURA;Residente;64
SP;CAMARÕES;Residente;267
SP;BULGÁRIA;Residente;121
SP;PANAMÁ;Residente;250
SP;MALÁSIA;Residente;94
SP;REPÚBLICA TCHECA;Residente;140
SP;ITÁLIA;Temporário;306
SP;COSTA DO MARFIM;Residente;77
SP;TCHECOSLOVAQUIA;Residente;116
SP;CONGO;Residente;633
SP;BOLÍVIA;Temporário;5225
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;IRLANDA;Residente;394
SP;PARAGUAI;Temporário;849
SP;COSTA RICA;Residente;270
SP;BELARUS;Residente;38
SP;LIBÉRIA;Residente;29
SP;CHILE;Temporário;422
SP;GANA;Residente;339
SP;SERRA LEOA;Residente;137
SP;NOVA ZELÂNDIA;Residente;141
SP;VIETINA;Residente;64
SP;ESTADOS UNIDOS;Temporário;907
SP;LUXEMBURGO;Residente;31
SP;CHADE;Residente;5
SP;SURINAME;Residente;19
SP;SRI LANKA;Residente;12
SP;PERU;Temporário;1512
SP;KUAITE;Residente;6
SP;ETIÓPIA;Residente;14
SP;HONDURAS;Residente;118
SP;BAHAMA,IS;Residente;4
SP;ARGÉLIA;Residente;91
SP;SENEGAL;Residente;1950
SP;TUNÍSIA;Residente;144
SP;UNIÃO SOVIÉTICA;Residente;63
SP;CORÉIA DO SUL;Provisório;82
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;IÊMEN;Residente;146
SP;PAQUISTÃO;Residente;501
SP;MOÇAMBIQUE;Provisório;40
SP;ZÂMBIA;Residente;11
SP;SUDÃO;Residente;54
SP;QUÊNIA;Residente;53
SP;BENIN;Residente;124
SP;CABO VERDE;Temporário;42
SP;ALBÂNIA;Residente;25
SP;CABO VERDE;Provisório;26
SP;JAPÃO;Temporário;397
SP;ARÁBIA SAUDITA;Residente;34
SP;GUINÉ BISSAU;Temporário;76
SP;CHINA;Temporário;952
SP;TAILÂNDIA;Residente;94
SP;ISLÂNDIA;Residente;20
SP;MALI;Residente;123
SP;CHIPRE;Residente;14
SP;SÉRVIA;Residente;76
SP;QUIRGUISTÃO;Residente;6
SP;ESTÔNIA;Residente;62
SP;TAIWAN, PROVINCIA DA CHINA;Residente;78
SP;GUINÉ;Residente;152
SP;BOTSUANA;Residente;1
SP;LIECHTENSTEIN;Residente;7
SP;BOLÍVIA;Provisório;18
SP;ANGOLA;Temporário;542
SP;CHINA;Provisório;783
SP;REINO UNIDO;Temporário;138
SP;NEPAL;Residente;48
SP;INDIA;Temporário;262
SP;BANGLADESH;Residente;1032
SP;GUIANA;Residente;11
SP;ESPANHA;Temporário;246
SP;PERU;Provisório;12
SP;ESLOVÊNIA;Residente;36
SP;GUINÉ BISSAU;Provisório;182
SP;ALEMANHA;Temporário;265
SP;CUBA;Provisório;573
SP;PORTUGAL;Temporário;201
SP;ANGOLA;Provisório;2743
SP;GABÃO;Residente;4
SP;MARROCOS;Temporário;7
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;147
SP;MOÇAMBIQUE;Temporário;109
SP;EL SALVADOR;Temporário;29
SP;CAZAQUISTÃO;Residente;22
SP;JAMAICA;Residente;15
SP;HONG-KONG (R.A.E.);Residente;42
SP;PORTO RICO;Residente;4
SP;ILHAS CANARIAS;Residente;8
SP;LETÔNIA;Provisório;1
SP;CANADÁ;Temporário;53
SP;BARBADOS;Residente;2
SP;BURKINA FASO;Residente;56
SP;SEYCHELLES;Residente;1
SP;MAURÍCIO;Residente;28
SP;NORUEGA;Temporário;9
SP;CORÉIA DO NORTE;Residente;6
SP;LÍBANO;Provisório;189
SP;VIETNAM DO NORTE;Residente;14
SP;BÓSNIA-HERZEGOVINA;Residente;16
SP;ZIMBÁBUE;Residente;12
SP;GEÓRGIA;Residente;12
SP;UGANDA;Residente;20
SP;NIGÉRIA;Provisório;500
SP;FILIPINAS;Temporário;123
SP;AFRICA DO SUL;Provisório;36
SP;GUAM;Residente;4
SP;MALTA;Residente;23
SP;MOLDOVA;Residente;13
SP;ARMÊNIA;Residente;55
SP;GÂMBIA;Residente;48
SP;MYANMAR;Residente;8
SP;RUANDA;Residente;4
SP;MÉXICO;Temporário;253
SP;SANTA LÚCIA;Residente;2
SP;GIBRALTAR;Residente;5
SP;VENEZUELA;Temporário;8124
SP;CHILE;Provisório;4
SP;CORÉIA DO SUL;Temporário;418
SP;SOMÁLIA;Residente;9
SP;PANAMÁ;Temporário;16
SP;KOSOVO;Residente;2
SP;EQUADOR;Temporário;994
SP;AZERBAIJÃO;Residente;5
SP;COSTA RICA;Temporário;44
SP;eritréia;Residente;2
SP;BENIN;Temporário;47
SP;CONGO;Provisório;24
SP;URUGUAI;Temporário;26
SP;HAITI;Temporário;9743
SP;AFEGANISTÃO;Residente;60
SP;LÍBIA;Residente;178
SP;CUBA;Temporário;168
SP;TURQUIA;Temporário;34
SP;SENEGAL;Temporário;97
SP;RÚSSIA;Temporário;66
SP;REP. DOMINICANA;Provisório;47
SP;SÍRIA;Provisório;55
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;80
SP;TURQUIA;Provisório;52
SP;BANGLADESH;Temporário;146
SP;UCRÂNIA;Temporário;80
SP;UZBEQUISTÃO;Residente;10
SP;GUATEMALA;Temporário;32
SP;TURCOMENISTÃO;Residente;1
SP;EMIRADOS ÁRABES;Residente;14
SP;AUSTRIA;Temporário;56
SP;REPÚBLICA TCHECA;Temporário;14
SP;POLÔNIA;Temporário;55
SP;IRÃ;Temporário;59
SP;BANGLADESH;Provisório;237
SP;SUÍCA;Temporário;36
SP;LITUÂNIA;Temporário;5
SP;GANA;Provisório;35
SP;BAREINE;Residente;1
SP;PAQUISTÃO;Temporário;34
SP;NIGÉRIA;Temporário;73
SP;GUINÉ;Temporário;4
SP;NICARÁGUA;Temporário;21
SP;QUÊNIA;Temporário;16
SP;REP. DOMINICANA;Temporário;112
SP;SUDÃO;Temporário;3
SP;BÉLGICA;Temporário;34
SP;MACEDÔNIA;Residente;8
SP;DOMINICA;Residente;8
SP;VENEZUELA;Provisório;2053
SP;CAMARÕES;Provisório;61
SP;EGITO;Provisório;67
SP;TOGO;Provisório;34
SP;INDIA;Provisório;39
SP;ISRAEL;Temporário;20
SP;GUINÉ EQUATORIAL;Provisório;7
SP;COSTA DO MARFIM;Provisório;18
SP;MARROCOS;Provisório;210
SP;NACIONALIDADE INDEFINIDA;Provisório;7
SP;MÉXICO;Provisório;8
SP;MAURITÂNIA;Provisório;13
SP;ARGÉLIA;Provisório;7
SP;GUINÉ;Provisório;81
SP;PALESTINA;Provisório;31
SP;MAURITÂNIA;Residente;45
SP;ETIÓPIA;Temporário;15
SP;HONG-KONG (R.A.E.);Provisório;2
SP;FILIPINAS;Provisório;69
SP;NEPAL;Provisório;10
SP;LÍBANO;Temporário;49
SP;TUNÍSIA;Temporário;10
SP;MALAVI;Provisório;2
SP;SERRA LEOA;Temporário;2
SP;NEPAL;Temporário;10
SP;CONGO;Temporário;8
SP;TOGO;Temporário;16
SP;EGITO;Temporário;5
SP;FINLÂNDIA;Temporário;35
SP;SUÉCIA;Temporário;103
SP;MONGÓLIA;Residente;11
SP;TANZÂNIA;Temporário;4
SP;JAMAICA;Temporário;9
SP;REP. MONTENEGRO;Residente;3
SP;GANA;Temporário;19
SP;LESOTO;Residente;2
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;20
SP;HONDURAS;Temporário;25
SP;ESTÔNIA;Temporário;4
SP;AUSTRÁLIA;Temporário;13
SP;PAÍSES BAIXOS;Temporário;48
SP;BELARUS;Temporário;7
SP;REP. CENTRO AFRICANA;Residente;3
SP;NAMÍBIA;Temporário;2
SP;CAMARÕES;Temporário;31
SP;BHUTAN;Residente;5
SP;GRANADA;Residente;4
SP;ANDORRA;Residente;4
SP;GRÉCIA;Temporário;34
SP;SÉRVIA;Temporário;6
SP;BELIZE;Residente;2
SP;GUINÉ EQUATORIAL;Residente;2
SP;CROÁCIA;Provisório;3
SP;IÊMEN;Provisório;18
SP;IRÃ;Provisório;44
SP;BURKINA FASO;Provisório;38
SP;AFEGANISTÃO;Temporário;96
SP;AFEGANISTÃO;Provisório;202
SP;NAMÍBIA;Provisório;5
SP;RÚSSIA;Provisório;20
SP;TANZÂNIA;Provisório;27
SP;PORTUGAL;Provisório;48
SP;MALI;Provisório;38
SP;TUNÍSIA;Provisório;46
SP;SERRA LEOA;Provisório;10
SP;GÂMBIA;Provisório;10
SP;QUÊNIA;Provisório;7
SP;SENEGAL;Provisório;32
SP;ESTADOS UNIDOS;Provisório;9
SP;BURUNDI;Provisório;1
SP;SAO TOMÉ E PRÍNCIPE;Provisório;6
SP;TAILÂNDIA;Provisório;18
SP;HAITI;Provisório;46
SP;MALI;Temporário;15
SP;SÍRIA;Temporário;39
